text,favorited,favoriteCount,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted,longitude,latitude
"RT @bluelivesmtr: Hero Down: Norfolk Officer Christopher Seth Amos Succumbs To Mysterious Illness
#BlueLivesMatter #BackTheBlue
Full Story…",FALSE,0,NA,2018-10-25T22:02:23Z,FALSE,NA,1055580355309289472,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",LisaMrs1488,25,TRUE,FALSE,NA,NA
"""...taken out of context..."" That's right! We don't really hear what we hear. They think we're stupid. Criminals DO… https://t.co/cKV3NVP2jh",FALSE,0,NA,2018-10-25T22:00:59Z,TRUE,NA,1055580003310751744,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",PaisleyPosey,0,FALSE,FALSE,NA,NA
"RT @bluelivesmtr: Mattis To Order 800 Troops To Border To 'Meet' Caravan
#BlueLivesMatter #BackTheBlue
Full Story https://t.co/gbomTgNcq5 h…",FALSE,0,NA,2018-10-25T21:59:35Z,FALSE,NA,1055579653539328000,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",betsyannrealno2,14,TRUE,FALSE,NA,NA
"RT @bluelivesmtr: Mattis To Order 800 Troops To Border To 'Meet' Caravan
#BlueLivesMatter #BackTheBlue
Full Story https://t.co/gbomTgNcq5 h…",FALSE,0,NA,2018-10-25T21:58:42Z,FALSE,NA,1055579429072707585,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",markogorzalek,14,TRUE,FALSE,NA,NA
@LauraLoomer @Qwillredpillyou @JacobEngels @AndrewGillum A whole 20ish supports-WOW. I can understand why consideri… https://t.co/8DTL5ubWeu,FALSE,0,LauraLoomer,2018-10-25T21:58:40Z,TRUE,1055561693760315394,1055579419593621505,537709549,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",mwlynch1966,0,FALSE,FALSE,NA,NA
"RT @bluelivesmtr: Mattis To Order 800 Troops To Border To 'Meet' Caravan
#BlueLivesMatter #BackTheBlue
Full Story https://t.co/gbomTgNcq5 h…",FALSE,0,NA,2018-10-25T21:58:31Z,FALSE,NA,1055579384931745793,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",Sue73157747,14,TRUE,FALSE,NA,NA
"RT @bluelivesmtr: Mattis To Order 800 Troops To Border To 'Meet' Caravan
#BlueLivesMatter #BackTheBlue
Full Story https://t.co/gbomTgNcq5 h…",FALSE,0,NA,2018-10-25T21:58:12Z,FALSE,NA,1055579304103415810,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",CarlMatsx2,14,TRUE,FALSE,NA,NA
"RT @bluelivesmtr: Mattis To Order 800 Troops To Border To 'Meet' Caravan
#BlueLivesMatter #BackTheBlue
Full Story https://t.co/gbomTgNcq5 h…",FALSE,0,NA,2018-10-25T21:56:51Z,FALSE,NA,1055578962724679681,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",sofiegeorge,14,TRUE,FALSE,NA,NA
"RT @bluelivesmtr: Mattis To Order 800 Troops To Border To 'Meet' Caravan
#BlueLivesMatter #BackTheBlue
Full Story https://t.co/gbomTgNcq5 h…",FALSE,0,NA,2018-10-25T21:56:29Z,FALSE,NA,1055578872106881030,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",exec915,14,TRUE,FALSE,NA,NA
"RT @bluelivesmtr: Mattis To Order 800 Troops To Border To 'Meet' Caravan
#BlueLivesMatter #BackTheBlue
Full Story https://t.co/gbomTgNcq5 h…",FALSE,0,NA,2018-10-25T21:56:04Z,FALSE,NA,1055578767232512000,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",trending27,14,TRUE,FALSE,NA,NA
When @blueline1775 messaged me about doing memoriam  stickers for K9 Kanon I was extremely honored. This is where m… https://t.co/miQk7i1AGc,FALSE,1,NA,2018-10-25T21:55:39Z,TRUE,NA,1055578661171146752,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",k9bri,0,FALSE,FALSE,NA,NA
"RT @bluelivesmtr: Mattis To Order 800 Troops To Border To 'Meet' Caravan
#BlueLivesMatter #BackTheBlue
Full Story https://t.co/gbomTgNcq5 h…",FALSE,0,NA,2018-10-25T21:55:21Z,FALSE,NA,1055578585757638656,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",DeeDissy,14,TRUE,FALSE,NA,NA
"RT @DiehlForSenate: .@SenWarren smeared police officers as ""racist -front to back."" She implied a ""Back-The-Blue Rally"" was racist. @DiehlF…",FALSE,0,NA,2018-10-25T21:54:32Z,FALSE,NA,1055578380983136256,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",MaryOsb36485285,184,TRUE,FALSE,NA,NA
"RT @SumatraSue: A wonderful ending...
#BackTheBlue 
#policelivesmatter 
#PoliceBrutality DOES NOT EXIST https://t.co/cOSrnIpz6P",FALSE,0,NA,2018-10-25T21:52:30Z,FALSE,NA,1055577870968479744,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",PatrioticCindy,1,TRUE,FALSE,NA,NA
"RT @bluelivesmtr: Mattis To Order 800 Troops To Border To 'Meet' Caravan
#BlueLivesMatter #BackTheBlue
Full Story https://t.co/gbomTgNcq5 h…",FALSE,0,NA,2018-10-25T21:52:10Z,FALSE,NA,1055577785463459840,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",codymclarnon52,14,TRUE,FALSE,NA,NA
"RT @bluelivesmtr: Mattis To Order 800 Troops To Border To 'Meet' Caravan
#BlueLivesMatter #BackTheBlue
Full Story https://t.co/gbomTgNcq5 h…",FALSE,0,NA,2018-10-25T21:51:52Z,FALSE,NA,1055577710360023041,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",TCWARL,14,TRUE,FALSE,NA,NA
"RT @bluelivesmtr: Mattis To Order 800 Troops To Border To 'Meet' Caravan
#BlueLivesMatter #BackTheBlue
Full Story https://t.co/gbomTgNcq5 h…",FALSE,0,NA,2018-10-25T21:51:26Z,FALSE,NA,1055577599404060673,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",baron806,14,TRUE,FALSE,NA,NA
"California #Conservatives 

“WHAT DO YOU HAVE TO LOSE?” 

Dems win in CA because Repubs Don’t Try 

#VoteRed… https://t.co/GWuiuAHK64",FALSE,0,NA,2018-10-25T21:50:39Z,TRUE,NA,1055577404863856641,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RedWaveRising1,0,FALSE,FALSE,NA,NA
"We should retweet this daily

#BackTheBlue https://t.co/kXDUgZyVR1",FALSE,1,NA,2018-10-25T21:49:34Z,FALSE,NA,1055577131034468352,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",MeredithMarsha1,0,FALSE,FALSE,NA,NA
"RT @bluelivesmtr: Mattis To Order 800 Troops To Border To 'Meet' Caravan
#BlueLivesMatter #BackTheBlue
Full Story https://t.co/gbomTgNcq5 h…",FALSE,0,NA,2018-10-25T21:49:24Z,FALSE,NA,1055577088718266368,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",PK_lambert,14,TRUE,FALSE,NA,NA
"RT @bluelivesmtr: Mattis To Order 800 Troops To Border To 'Meet' Caravan
#BlueLivesMatter #BackTheBlue
Full Story https://t.co/gbomTgNcq5 h…",FALSE,0,NA,2018-10-25T21:47:56Z,FALSE,NA,1055576720177270784,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",IamFuBar1,14,TRUE,FALSE,NA,NA
"RT @bluelivesmtr: Mattis To Order 800 Troops To Border To 'Meet' Caravan
#BlueLivesMatter #BackTheBlue
Full Story https://t.co/gbomTgNcq5 h…",FALSE,0,NA,2018-10-25T21:46:48Z,FALSE,NA,1055576437225332739,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",missnmkim,14,TRUE,FALSE,NA,NA
"Mattis To Order 800 Troops To Border To 'Meet' Caravan
#BlueLivesMatter #BackTheBlue
Full Story… https://t.co/kBAA3HKZnO",FALSE,35,NA,2018-10-25T21:46:14Z,TRUE,NA,1055576293364940800,NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",bluelivesmtr,14,FALSE,FALSE,NA,NA
"RT @RedWaveRising1: California #Conservatives 

“WHAT DO YOU HAVE TO LOSE?” 

Dems win in CA because Repubs Don’t Try 

#VoteRed #Conservat…",FALSE,0,NA,2018-10-25T21:44:15Z,FALSE,NA,1055575794796429313,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RedWaveRising1,7,TRUE,FALSE,NA,NA
"🔴Please retweet #MAGA 

There’s STILL TIME to 
REGISTER TO VOTE 

🔴COLORADO 🔴

(Please read meme)… https://t.co/zg4qc5ZbSK",FALSE,1,NA,2018-10-25T21:43:57Z,TRUE,NA,1055575716249645063,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RedWaveRising1,1,FALSE,FALSE,NA,NA
"RT @LindaDa49119957: @GwinnettPd @ThewardmomCindy @GwinnettPd .THAT Sir, goes both ways. We the public have no words to express our gratitu…",FALSE,0,NA,2018-10-25T21:43:50Z,FALSE,NA,1055575689238171649,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",LilaArvin,8,TRUE,FALSE,NA,NA
Great to be at the @PoliceAssocNSW Women’s Forum - increasing workplace activism &amp; engagement with our female front… https://t.co/LiRu1vZpVI,FALSE,1,NA,2018-10-25T21:43:33Z,TRUE,NA,1055575619394662400,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Pat_gooley,0,FALSE,FALSE,NA,NA
"A wonderful ending...
#BackTheBlue 
#policelivesmatter 
#PoliceBrutality DOES NOT EXIST https://t.co/cOSrnIpz6P",FALSE,2,NA,2018-10-25T21:42:09Z,FALSE,NA,1055575266901118976,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",SumatraSue,1,FALSE,FALSE,NA,NA
Mindset is everything. #policewifelife #thinblueline #backtheblue #bluelinestrong #policewife #proudpolicewife… https://t.co/MH1BeD08HU,FALSE,0,NA,2018-10-25T21:42:00Z,TRUE,NA,1055575225478328325,NA,"<a href=""https://coschedule.com"" rel=""nofollow"">CoSchedule</a>",lovebluesblog,0,FALSE,FALSE,NA,NA
RT @DiehlForSenate: “Today I am surrounded by many of the same good people who came out for the #BackTheBlue rally last April. The rally wa…,FALSE,0,NA,2018-10-25T21:41:57Z,FALSE,NA,1055575213088301056,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Rosemar06585176,76,TRUE,FALSE,NA,NA
"🔴Please retweet my Voter REG tweets #MAGA 

STILL TIME to 
REGISTER TO VOTE 

🔴UTAH 🔴

(Please read specifics)… https://t.co/5Ahobbhabl",FALSE,0,NA,2018-10-25T21:41:23Z,TRUE,NA,1055575073988505600,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RedWaveRising1,0,FALSE,FALSE,NA,NA
#DeSantisNuñez #KeepFloridaGreat #BackTheBlue https://t.co/mHl1iYon43,FALSE,0,NA,2018-10-25T21:37:52Z,FALSE,NA,1055574186465333248,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",ginnypub1,0,FALSE,FALSE,NA,NA
"RT @adjunctprofessr: Patriots rock!
From Detroit down to Houston,
and New York to L.A.
There's pride in every American heart,
and its time…",FALSE,0,NA,2018-10-25T21:36:20Z,FALSE,NA,1055573801252151296,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RealGir20221950,414,TRUE,FALSE,NA,NA
"RT @adjunctprofessr: Patriots rock!
From Detroit down to Houston,
and New York to L.A.
There's pride in every American heart,
and its time…",FALSE,0,NA,2018-10-25T21:35:20Z,FALSE,NA,1055573551477067776,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",JustSayingTrump,414,TRUE,FALSE,NA,NA
RT @Badgewives: Tweet us your tips so we can share! 🖤💙🖤 #Badgewives #BackTheBlue https://t.co/wMO5yuPPdC,FALSE,0,NA,2018-10-25T21:34:53Z,FALSE,NA,1055573435496194049,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",motovon1,1,TRUE,FALSE,NA,NA
"RT @bluelivesmtr: Hero Down: Suffolk County Police Sgt. Dennis Reichardt Succumbs To 9/11 Illness
#BlueLivesMatter #BackTheBlue
Full Story…",FALSE,0,NA,2018-10-25T21:34:52Z,FALSE,NA,1055573431171932161,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",athena350,87,TRUE,FALSE,NA,NA
"RT @RedWaveRising1: California #Conservatives 

“WHAT DO YOU HAVE TO LOSE?” 

Dems win in CA because Repubs Don’t Try 

#VoteRed #Conservat…",FALSE,0,NA,2018-10-25T21:34:27Z,FALSE,NA,1055573327006318593,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",toby_dorena,5,TRUE,FALSE,NA,NA
"RT @bluelivesmtr: Man Sets House On Fire Then Starts Shooting At Firefighters And Police
#BlueLivesMatter #BackTheBlue
Full Story https://t…",FALSE,0,NA,2018-10-25T21:31:36Z,FALSE,NA,1055572610635980800,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",dmaxter1200,31,TRUE,FALSE,NA,NA
Tweet us your tips so we can share! 🖤💙🖤 #Badgewives #BackTheBlue https://t.co/wMO5yuPPdC,FALSE,1,NA,2018-10-25T21:31:27Z,FALSE,NA,1055572573889708032,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Badgewives,1,FALSE,FALSE,NA,NA
"RT @bluelivesmtr: Hero Down: Suffolk County Police Sgt. Dennis Reichardt Succumbs To 9/11 Illness
#BlueLivesMatter #BackTheBlue
Full Story…",FALSE,0,NA,2018-10-25T21:30:25Z,FALSE,NA,1055572313897345025,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",BrendaS90448120,87,TRUE,FALSE,NA,NA
"Police officer pulls over to play catch with a boy who was alone https://t.co/gf4kp6HYoD

This is why we #BackTheBlue",FALSE,0,NA,2018-10-25T21:30:18Z,FALSE,NA,1055572282251374592,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",FriscoInsurer,0,FALSE,FALSE,NA,NA
"RT @bluelivesmtr: Hero Down: Guthrie Police Chief Matthew Humble Succumbs To Cancer
#BlueLivesMatter #BackTheBlue
Full Story https://t.co/F…",FALSE,0,NA,2018-10-25T21:30:14Z,FALSE,NA,1055572264295501833,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Corona47Gary,29,TRUE,FALSE,NA,NA
"RT @adjunctprofessr: Patriots rock!
From Detroit down to Houston,
and New York to L.A.
There's pride in every American heart,
and its time…",FALSE,0,NA,2018-10-25T21:29:59Z,FALSE,NA,1055572203528433664,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",haze_kl,414,TRUE,FALSE,NA,NA
"RT @RedWaveRising1: California #Conservatives 

“WHAT DO YOU HAVE TO LOSE?” 

Dems win in CA because Repubs Don’t Try 

#VoteRed #Conservat…",FALSE,0,NA,2018-10-25T21:29:34Z,FALSE,NA,1055572100403154945,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RedWaveRising1,5,TRUE,FALSE,NA,NA
"RT @adjunctprofessr: Patriots rock!
From Detroit down to Houston,
and New York to L.A.
There's pride in every American heart,
and its time…",FALSE,0,NA,2018-10-25T21:28:49Z,FALSE,NA,1055571909256056835,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",WilmaRi99055006,414,TRUE,FALSE,NA,NA
"RT @bluelivesmtr: Skateboarder Gets Death Threats After False Claims He Accosted 9/11 Widow
#BlueLivesMatter #BackTheBlue
Full Story https:…",FALSE,0,NA,2018-10-25T21:27:31Z,FALSE,NA,1055571582687604737,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",ggma5757,33,TRUE,FALSE,NA,NA
"RT @bluelivesmtr: Judiciary Chair Tells DOJ To Criminally Investigate Kavanaugh Accuser &amp; Lawyer
#BlueLivesMatter #BackTheBlue
Full Story h…",FALSE,0,NA,2018-10-25T21:26:25Z,FALSE,NA,1055571305590915073,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",Lakota54,25,TRUE,FALSE,NA,NA
"RT @adjunctprofessr: Patriots rock!
From Detroit down to Houston,
and New York to L.A.
There's pride in every American heart,
and its time…",FALSE,0,NA,2018-10-25T21:24:13Z,FALSE,NA,1055570752295133186,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",S_Cooper0404,414,TRUE,FALSE,NA,NA
"RT @adjunctprofessr: Patriots rock!
From Detroit down to Houston,
and New York to L.A.
There's pride in every American heart,
and its time…",FALSE,0,NA,2018-10-25T21:23:13Z,FALSE,NA,1055570501442134017,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",ChrisDa07624877,414,TRUE,FALSE,NA,NA
"Best description yet of the 14,000 'immigrants' attempting to invade the U.S.

MUST RT!

#MAGA #KAG #POTUS #Trump… https://t.co/gW4b3RbPKh",FALSE,1,NA,2018-10-25T21:22:11Z,TRUE,NA,1055570241999126528,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Prosperous1776,0,FALSE,FALSE,NA,NA
@OPDOfcZipay Thank you for your service. Be safe. #BackTheBlue,FALSE,0,OPDOfcZipay,2018-10-25T21:19:25Z,FALSE,1055217565767741440,1055569543874166786,1029760061432836097,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Zeldiekay,0,FALSE,FALSE,NA,NA
"""Mutual respect?""  I guess that doesn't apply to your city's cops, though, eh Billy?

Say... still teaching that bl… https://t.co/88OTiLlnBV",FALSE,0,NA,2018-10-25T21:18:34Z,TRUE,NA,1055569329788477441,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",LTC_Hunter,0,FALSE,FALSE,NA,NA
"RT @RedWaveRising1: 🔴California Voter Guide 

#VoteRed #Conservative #Conservatives #StopTheInvasion #VoteDemocratsOut #WalkAway #MAGA2018…",FALSE,0,NA,2018-10-25T21:18:10Z,FALSE,NA,1055569227967590400,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RedWaveRising1,2,TRUE,FALSE,NA,NA
"RT @IndyK46220: @Cooey1967 Law enforcement officials know that #MAGA Republicans support them, they know crime rises when Democrats are in…",FALSE,0,NA,2018-10-25T21:17:59Z,FALSE,NA,1055569183294001152,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",realmarchowton,33,TRUE,FALSE,NA,NA
"RT @bluelivesmtr: Hero Down: Hillside Police Officer Giovanni Esposito Killed In Off-Duty Crash
#BlueLivesMatter #BackTheBlue
Full Story ht…",FALSE,0,NA,2018-10-25T21:16:56Z,FALSE,NA,1055568920449572864,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",StellaH1737,97,TRUE,FALSE,NA,NA
"RT @BlueSea1964: 🚨 PA Dem Candidate Scott Wallace Who Said 'F*** Off' In Synagogue Said 'Dogs Are Smarter Than Police Officers,' Report Say…",FALSE,0,NA,2018-10-25T21:16:35Z,FALSE,NA,1055568832633470976,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",MarkTJay3,277,TRUE,FALSE,NA,NA
"RT @bigricanman: Rest In Peace Investigator Farrah Turner of the Florence County Sheriff's Office, who passed today after she succumbed to…",FALSE,0,NA,2018-10-25T21:15:22Z,FALSE,NA,1055568526755446784,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",videomorph,935,TRUE,FALSE,NA,NA
@Regran_ed from qrepublic  -  #trump #trumptrain #maga #backtheblue💙 #godblessamerica #wherewegoonewegoall #q… https://t.co/ATbU7ba9TU,FALSE,0,NA,2018-10-25T21:12:54Z,TRUE,NA,1055567905872666624,NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",patriots_fight,0,FALSE,FALSE,NA,NA
"RT @NewMexicoGOP: The message from New Mexico law enforcement is clear: VOTE PEARCE.

#nmpol #TeamPearce #backtheblue https://t.co/lymg0bla…",FALSE,0,NA,2018-10-25T21:12:52Z,FALSE,NA,1055567896699498496,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",thgroundbeneath,1,TRUE,FALSE,NA,NA
"RT @DiehlForSenate: .@SenWarren smeared police officers as ""racist -front to back."" She implied a ""Back-The-Blue Rally"" was racist. @DiehlF…",FALSE,0,NA,2018-10-25T21:12:25Z,FALSE,NA,1055567782903988224,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",LoriZegarelli,184,TRUE,FALSE,NA,NA
"RT @bluelivesmtr: Hero Down: Guthrie Police Chief Matthew Humble Succumbs To Cancer
#BlueLivesMatter #BackTheBlue
Full Story https://t.co/F…",FALSE,0,NA,2018-10-25T21:10:20Z,FALSE,NA,1055567256183336965,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",AnneVLeBlanc1,29,TRUE,FALSE,NA,NA
"RT @bluelivesmtr: Hero Down: Orange County Deputy Hunter Rothell Succumbs To Brain Cancer
#BlueLivesMatter #BackTheBlue
Full Story https://…",FALSE,0,NA,2018-10-25T21:08:28Z,FALSE,NA,1055566788992397312,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",WilheminaFoxx,122,TRUE,FALSE,NA,NA
"The message from New Mexico law enforcement is clear: VOTE PEARCE.

#nmpol #TeamPearce #backtheblue https://t.co/lymg0blamN",FALSE,4,NA,2018-10-25T21:07:50Z,FALSE,NA,1055566629604491264,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",NewMexicoGOP,1,FALSE,FALSE,NA,NA
"RT @bluelivesmtr: HOA Orders Veteran To Take Down American Flag And Blue Line Flag
#BlueLivesMatter #BackTheBlue
Full Story https://t.co/yr…",FALSE,0,NA,2018-10-25T21:05:56Z,FALSE,NA,1055566151709876224,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",MistyTippy,28,TRUE,FALSE,NA,NA
#ChooseCruz #BackTheBlue https://t.co/5v5pYyssM3,FALSE,2,NA,2018-10-25T21:05:50Z,FALSE,NA,1055566126892105730,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",tarheel_texas,0,FALSE,FALSE,NA,NA
"RT @RedWaveRising1: 🔴VOTE #TedCruz #Texas #TexasSenate 

#KeepTexasRed #VoteRed #JobsNotMobs #VetoBeto #Houston #Dallas #ElPaso #Killeen #C…",FALSE,0,NA,2018-10-25T21:05:45Z,FALSE,NA,1055566105153101825,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RedWaveRising1,1,TRUE,FALSE,NA,NA
"RT @bluelivesmtr: Judiciary Chair Tells DOJ To Criminally Investigate Kavanaugh Accuser &amp; Lawyer
#BlueLivesMatter #BackTheBlue
Full Story h…",FALSE,0,NA,2018-10-25T21:04:45Z,FALSE,NA,1055565851745755136,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",sack1644,25,TRUE,FALSE,NA,NA
"RT @bluelivesmtr: The Wall-Of-Four Protestors Used One Of Mom's Clean Sheets To Make A Sign Expressing Their Demands, City Council Then Fol…",FALSE,0,NA,2018-10-25T21:04:20Z,FALSE,NA,1055565748725256192,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Amie2010teo,28,TRUE,FALSE,NA,NA
"RT @bluelivesmtr: Hero Down: Orange County Deputy Hunter Rothell Succumbs To Brain Cancer
#BlueLivesMatter #BackTheBlue
Full Story https://…",FALSE,0,NA,2018-10-25T21:01:55Z,FALSE,NA,1055565138886057984,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",7777MYNAME,122,TRUE,FALSE,NA,NA
"RT @bluelivesmtr: VIDEO: Cops Arrest Man Who Kicked Pro-Lifer, Discover It's Not His First Attack
#BlueLivesMatter #BackTheBlue
Full Story…",FALSE,0,NA,2018-10-25T20:58:55Z,FALSE,NA,1055564386964828160,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",kphenderson,44,TRUE,FALSE,NA,NA
"RT @bluelivesmtr: Hero Down: Nacogdoches Deputy Raymond Jimmerson Fatally Struck By 2 Vehicles
#BlueLivesMatter #BackTheBlue
Full Story htt…",FALSE,0,NA,2018-10-25T20:58:10Z,FALSE,NA,1055564195113197570,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",197802dave,62,TRUE,FALSE,NA,NA
"RT @weemazsmith: Please retweet and turn @rpuAFO follow button blue ~ Thankyou 💙
#PoliceFamily 
#999family 
#ThinBlueLine 
#BackTheBlue 
#f…",FALSE,0,NA,2018-10-25T20:57:01Z,FALSE,NA,1055563908025597952,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",olwenowen,11,TRUE,FALSE,NA,NA
"RT @bluelivesmtr: AMBER Alert: Police Find Parents Murdered, 13-Year-Old Daughter Gone
#BlueLivesMatter #BackTheBlue
#AMBERAlert
Full Story…",FALSE,0,NA,2018-10-25T20:55:22Z,FALSE,NA,1055563492038721537,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",Poppa_It,57,TRUE,FALSE,NA,NA
"RT @bluelivesmtr: Hero Down: Orange County Deputy Hunter Rothell Succumbs To Brain Cancer
#BlueLivesMatter #BackTheBlue
Full Story https://…",FALSE,0,NA,2018-10-25T20:54:49Z,FALSE,NA,1055563353416962055,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",flm22,122,TRUE,FALSE,NA,NA
"RT @bluelivesmtr: Judiciary Chair Tells DOJ To Criminally Investigate Kavanaugh Accuser &amp; Lawyer
#BlueLivesMatter #BackTheBlue
Full Story h…",FALSE,0,NA,2018-10-25T20:54:20Z,FALSE,NA,1055563231761231874,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",PaulPasquariell,25,TRUE,FALSE,NA,NA
"RT @bluelivesmtr: Judiciary Chair Tells DOJ To Criminally Investigate Kavanaugh Accuser &amp; Lawyer
#BlueLivesMatter #BackTheBlue
Full Story h…",FALSE,0,NA,2018-10-25T20:53:10Z,FALSE,NA,1055562940022226944,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",KatPriolo,25,TRUE,FALSE,NA,NA
